CID,MW,MF,TPSA,XL,HAC,HBDC,HBAC,RBC,SMILES,Charge,CBUC
16195213,475.5,C23H29N3O8,145,NULL,34,2,10,7,CC1=CC=C(C=C1)CN2CCN(CC2)CC3=CC(=C(C=C3[N+](=O)[O-])OC)OC.C(=O)(C(=O)O)O,0,2
16195211,412.4,C21H20N2O7,138,NULL,30,4,8,8,C1=CC=C(C=C1)OC2=CC=C(C=C2)NC(=O)CNCC3=CC=CO3.C(=O)(C(=O)O)O,0,2
16195210,319.62,C12H16BrClN2O,32.299,NULL,17,2,2,3,C1CCN(C1)CC(=O)NC2=CC=C(C=C2)Br.Cl,0,2
16195209,401.5,C17H27N3O6S,148,NULL,27,3,8,8,CCOCCCNC(=S)N1CCN(CC1)CC2=CC=CO2.C(=O)(C(=O)O)O,0,2
16195207,389.6,C18H35N3O4S,134,NULL,26,4,6,11,CCCCCCCCNC(=S)NCCN1CCCCC1.C(=O)(C(=O)O)O,0,2
16195205,361.4,C18H20FN3O4,94,NULL,26,2,8,4,C1CN(CCN1CC2=CC=CC=N2)C3=CC=C(C=C3)F.C(=O)(C(=O)O)O,0,2
16195202,506.5,C22H26N4O10,191,NULL,36,2,12,7,COC1=C(C=C(C(=C1)CN2CCN(CC2)CC3=CC=C(C=C3)[N+](=O)[O-])[N+](=O)[O-])OC.C(=O)(C(=O)O)O,0,2
16195200,456.3,C19H22BrNO7,114,NULL,28,3,8,8,COC1=C(C=C(C=C1)CNCC2=C(C(=CC=C2)OC)OC)Br.C(=O)(C(=O)O)O,0,2
16195194,419.3,C18H19BrN4O3,93.2,NULL,26,2,4,5,CCCN1C2=CC=CC=C2N(C1=N)CC(=O)C3=CC=C(C=C3)[N+](=O)[O-].Br,0,2
16195193,435.4,C21H25NO9,133,NULL,31,3,10,9,COC1=CC(=CC(=C1OC)OC)CNCCC2=CC3=C(C=C2)OCO3.C(=O)(C(=O)O)O,0,2
16195190,332.4,C18H24N2O4,102,NULL,24,4,5,5,C1CCC(CC1)NCCC2=CNC3=CC=CC=C32.C(=O)(C(=O)O)O,0,2
16195189,352.77,C15H17ClN4O4,124,NULL,24,5,6,6,C1=C(C=NC=C1O)C(=O)NCCCNC(=O)C2=CC(=CN=C2)O.Cl,0,2
16195188,456.7,C18H18ClIN2O2,35.1,NULL,24,0,3,5,CC1=[N+](C2=C(N1C3=CC=CC=C3)C=CC(=C2)Cl)CCOC(=O)C.[I-],0,2
16195187,420.4,C20H24N2O8,130,NULL,30,2,9,6,COC1=C(C=C(C=C1)CN2CCN(CC2)C(=O)C3=CC=CO3)OC.C(=O)(C(=O)O)O,0,2
16195185,328.71,C12H16ClF3N2O3,59.6,NULL,21,3,7,7,COCCNCC(=O)NC1=CC=C(C=C1)OC(F)(F)F.Cl,0,2
16195184,366.8,C16H22ClF3N2O2,50.4,NULL,24,3,6,6,C1CCC(CC1)CNCC(=O)NC2=CC=C(C=C2)OC(F)(F)F.Cl,0,2
16195183,369.7,C16H18BrClN2O,41.1,NULL,21,3,2,5,CC1=C(C=C(C=C1)NC(=O)CNCC2=CC=CC=C2)Br.Cl,0,2
16195182,429.4,C20H22F3NO6,105,NULL,30,3,10,8,COC1=C(C=C(C=C1)CCNCC2=CC(=CC=C2)C(F)(F)F)OC.C(=O)(C(=O)O)O,0,2
16195181,447.5,C21H25N3O6S,152,NULL,31,2,9,6,CSC1=CC=C(C=C1)CN2CCN(CC2)CC3=CC=C(C=C3)[N+](=O)[O-].C(=O)(C(=O)O)O,0,2
16195180,426.3,C18H20BrNO6,105,NULL,26,3,7,7,COC1=CC=CC(=C1OC)CNCC2=CC(=CC=C2)Br.C(=O)(C(=O)O)O,0,2
16195178,476.5,C26H28N4O5,123,NULL,35,3,8,5,C1CCN(CC1)CC(=O)NC2=C3CCN(C3=NC4=CC=CC=C42)C5=CC=CC=C5.C(=O)(C(=O)O)O,0,2
16195177,430,C18H24ClN3O3S2,115,NULL,27,3,6,7,C1CCN(CC1)S(=O)(=O)C2=CC=C(C=C2)NC(=O)CNCC3=CC=CS3.Cl,0,2
16195175,423.4,C19H25N3O8,146,NULL,30,3,10,6,CCN1CCN(CC1)CC(=O)NC2=CC3=C(C=C2C(=O)C)OCO3.C(=O)(C(=O)O)O,0,2
16195174,405.5,C21H31N3O5,119,NULL,29,4,7,6,C1CCCN(CC1)C2=CC=C(C=C2)NC(=O)CNC3CCCC3.C(=O)(C(=O)O)O,0,2
16195173,367.3,C18H19F2NO5,95.9,NULL,26,3,8,7,COC1=CC=CC(=C1)CCNCC2=C(C=CC=C2F)F.C(=O)(C(=O)O)O,0,2
16195172,280.79,C15H21ClN2O,32.299,NULL,19,2,2,3,C1CCN(C1)CC(=O)NC2=CC3=C(CCC3)C=C2.Cl,0,2
16195171,387.9,C22H30ClN3O,35.6,NULL,27,2,3,4,C1CCC(CC1)N2CCN(CC2)CC(=O)NC3=CC=CC4=CC=CC=C43.Cl,0,2
16195169,256.73,C12H17ClN2O2,53.4,NULL,17,2,4,3,C1CN(CCC1C(=O)O)CC2=CC=CC=N2.Cl,0,2
16195167,371.4,C21H25NO5,95.9,NULL,27,3,6,6,CCOC1=CC=C(C=C1)CNC2CCCC3=CC=CC=C23.C(=O)(C(=O)O)O,0,2
16195166,415.4,C19H20F3NO6,105,NULL,29,3,10,7,COC1=CC(=CC(=C1)CNCC2=CC=CC=C2C(F)(F)F)OC.C(=O)(C(=O)O)O,0,2
16195164,405.4,C18H19N3O8,157,NULL,29,2,9,4,C1CN(CCN1CC2=CC(=CC=C2)[N+](=O)[O-])C(=O)C3=CC=CO3.C(=O)(C(=O)O)O,0,2
16195163,371.9,C20H22ClN3O2,55.3,NULL,26,3,3,7,COC1=CC=C(C=C1)CNCC(=O)NC2=CC=CC=C2N3C=CC=C3.Cl,0,2
16195162,433.3,C16H21BrN2O5S,125,NULL,25,3,6,7,C1=CC(=CC=C1N)OCC(C[N+]2=CC=C(C=C2)CCS(=O)(=O)[O-])O.Br,0,2
16195158,354.4,C11H10N6O4S2,196,2.1,23,2,11,5,CC1=NN=C(S1)SC2=CC(=C(C3=NON=C23)[N+](=O)[O-])NCCO,0,1
16195154,282.3,C11H10N2O3S2,120,1.3,18,1,5,3,CN1C=CC=C1C=C2C(=O)N(C(=S)S2)CC(=O)O,0,1
16195151,358.82,C14H23ClN6O3,91.8,NULL,24,3,8,4,CC(=O)NNC1=CC(=NC(=N1)N2CCOCC2)N3CCOCC3.Cl,0,2
16195141,418.5,C25H26N2O4,68.7,4.3,31,0,6,7,CCOC(=O)C1CCCN(C1)C2=C3C=C(C=CC3=NC=C2C(=O)C4=CC=CC=C4)OC,0,1
16195133,353.17,C14H13BrN2O4,75.7,1.7,21,1,4,4,COCCN1C(=O)C(=CC2=CC=C(C=C2)Br)C(=O)NC1=O,0,1
16195120,264.2,C11H22BrNO,20.2,NULL,14,1,2,1,C[N+]12CCCCC1C(CCC2)CO.[Br-],0,2
16195117,342.35,C14H22N4O6,136,NULL,24,3,9,5,CCN1CCN(CC1)CC(=O)NC2=NOC(=C2)C.C(=O)(C(=O)O)O,0,2
16195115,385.5,C18H31N3O6,111,NULL,27,2,8,4,C1CCN(CC1)C2CCN(CC2)CC(=O)N3CCOCC3.C(=O)(C(=O)O)O,0,2
16195112,377,C22H33ClN2O,37.2,NULL,26,3,2,5,CC1=CC2=C(C=C1)N(C3=C2CCCC3)CC(CNC4CCCCC4)O.Cl,0,2
16195106,388.4,C21H25FN2O4,81.1,NULL,28,2,7,5,CC1=CC=C(C=C1)CN2CCN(CC2)CC3=CC=CC=C3F.C(=O)(C(=O)O)O,0,2
16195100,358.42,C14H22N4O5S,151,NULL,24,3,9,4,CC1=CN=C(S1)NC(=O)C(C)N2CCN(CC2)C.C(=O)(C(=O)O)O,0,2
16195099,340.5,C18H32N2O4,81.1,NULL,24,2,6,6,CCC(CC)N1CCN(CC1)CC2CCC=CC2.C(=O)(C(=O)O)O,0,2
16195098,262.18,C11H17Cl2N3,32.5,NULL,16,2,3,1,CN1CCN(CC1)C2=C(C=C(C=C2)N)Cl.Cl,0,2
16195096,489.5,C25H31NO9,141,NULL,35,3,10,7,CC1C(NC(C(C1=O)C)C2=C(C=C(C=C2)OC)OC)C3=C(C=C(C=C3)OC)OC.C(=O)(C(=O)O)O,0,2
16195095,319.34,C11H17N3O6S,166,NULL,21,4,9,7,CC1=CSC(=N1)NC(=O)CNCCOC.C(=O)(C(=O)O)O,0,2
16195093,406,C23H36ClN3O,35.6,NULL,28,2,3,5,CC1(C2CCC(C2)C1(C)NC(=O)CN3CCN(CC3)CC4=CC=CC=C4)C.Cl,0,2
16195090,399.4,C19H20F3NO5,95.9,NULL,28,3,9,7,COC1=CC=CC(=C1)CCNCC2=CC(=CC=C2)C(F)(F)F.C(=O)(C(=O)O)O,0,2
16195088,468.4,C22H27Cl2N3O4,79.9,NULL,31,3,5,7,COC1=CC(=C(C=C1NC(=O)CN2CCCCC2)OC)NC(=O)C3=CC=C(C=C3)Cl.Cl,0,2
16195086,332.26,C16H10F2N2O4,84.2,3.8,24,1,7,3,C1=CC=C2C(=C1)C(OC2=O)C(=CNC3=C(C=C(C=C3)F)F)[N+](=O)[O-],0,1
16195085,431.3,C20H23BrN4O2,63.2,NULL,27,2,5,4,C[N+]1(CCOCC1)CC(=O)NNC2=C3C=CC=CC3=NC4=CC=CC=C42.[Br-],0,2
16195083,339.74,C16H15ClFNO4,86.6,NULL,23,3,6,5,C1=CC=C(C(=C1)CNCC2=CC=C(C=C2)F)Cl.C(=O)(C(=O)O)O,0,2
16195081,430.5,C24H34N2O5,98.2,NULL,31,2,6,5,CC1CCCN(C1)C(=O)C2CCN(CC2)CC(=CC3=CC=CC=C3)C.C(=O)(C(=O)O)O,0,2
16195079,280.32,C14H20N2O4,90.7,NULL,20,2,6,3,CC1CCCCN1CC2=CN=CC=C2.C(=O)(C(=O)O)O,0,2
16195078,276.8,C13H25ClN2O2,32.8,NULL,18,1,3,2,CC1CC(CN(C1)CC(=O)N2CCOCC2)C.Cl,0,2
16195075,420.9,C21H25ClN2O5,90.3,NULL,29,2,7,6,COC1=CC=CC=C1CN2CCN(CC2)CC3=CC=C(C=C3)Cl.C(=O)(C(=O)O)O,0,2
16195074,442.4,C20H21F3N2O6,125,NULL,31,4,10,8,COC1=CC=C(C=C1)CCNCC(=O)NC2=CC=CC=C2C(F)(F)F.C(=O)(C(=O)O)O,0,2
16195073,313.14,C11H10Cl2N6O,98.2,1.8,20,2,4,4,C1=CC(=C(C=C1Cl)Cl)C(=O)NN=C(CN2C=NC=N2)N,0,1
16195072,361.3,C12H12INS2,60.4,NULL,16,0,3,1,CC[N+]1=C(SC2=C1C=CC3=C2C=CS3)C.[I-],0,2
16195068,479.9,C21H22ClN3O8,153,NULL,33,2,9,6,C1CN(CCN1CC2=CC=C(C=C2)[N+](=O)[O-])C(=O)COC3=CC=C(C=C3)Cl.C(=O)(C(=O)O)O,0,2
16195067,327.33,C14H21N3O6,133,NULL,23,3,8,4,CC1CCN(CC1)CC(=O)NC2=NOC(=C2)C.C(=O)(C(=O)O)O,0,2
16195066,371.9,C20H22ClN3O2,55.3,NULL,26,3,3,7,COC1=CC=CC=C1CNCC(=O)NC2=CC=CC=C2N3C=CC=C3.Cl,0,2
16195065,448,C23H30ClN3O2S,84,3.6,30,2,5,6,CC(=O)NC1=C(C2=C(S1)CCCC2)C(C3=CC(=CC=C3)Cl)N4CCN(CC4)CCO,0,1
16195063,342.9,C19H35ClN2O,41.1,NULL,23,3,2,5,CC1(C2CCC(C2)C1(C)NC(=O)CNCC3CCCCC3)C.Cl,0,2
16195062,410.4,C18H22N2O7S,162,NULL,28,4,9,9,COC1=C(C=C(C=C1)CNCCNC(=O)C2=CC=CS2)OC.C(=O)(C(=O)O)O,0,2
16195061,358.39,C15H26N4O6,145,NULL,25,4,9,10,CCN(CC)CCCNCC(=O)NC1=NOC(=C1)C.C(=O)(C(=O)O)O,0,2
16195060,383.4,C16H21N3O6S,144,NULL,26,3,8,3,CNC(=S)N1CCN(CC1)CC2=CC3=C(C=C2)OCO3.C(=O)(C(=O)O)O,0,2
16195059,342.9,C17H27ClN2OS,69.4,NULL,22,3,3,5,CC1(C2CCC(C2)C1(C)NC(=O)CNCC3=CC=CS3)C.Cl,0,2
16195055,340.9,C17H25ClN2OS,69.4,NULL,22,3,3,5,C1C2CC3CC1CC(C2)(C3)NC(=O)CNCC4=CC=CS4.Cl,0,2
16195054,492.6,C24H32N2O7S,134,NULL,34,2,10,9,COC1=CC(=C(C=C1CN2CCN(CC2)CC3=CC=C(C=C3)SC)OC)OC.C(=O)(C(=O)O)O,0,2
16195053,435.9,C20H22ClN3O6,127,NULL,30,2,8,5,C1CN(CCN1CC2=CC=C(C=C2)Cl)CC3=CC(=CC=C3)[N+](=O)[O-].C(=O)(C(=O)O)O,0,2
16195034,408,C20H26ClN3O2S,104,NULL,27,3,4,6,CC(C)N1CCC2=C(C1)SC(=C2C(=O)N)NC(=O)CCC3=CC=CC=C3.Cl,0,2
16195008,437,C19H21ClN4O2S2,145,NULL,28,3,6,4,CC(C)N1CCC2=C(C1)SC(=C2C(=O)N)NC(=O)C3=NC4=CC=CC=C4S3.Cl,0,2
16194995,423.4,C17H17N3O8S,156,0.5,29,1,9,5,CC1=CC(=C(C(=O)N1)[N+](=O)[O-])OC(=O)C2=CC=C(C=C2)S(=O)(=O)N3CCOCC3,0,1
16194977,468.6,C24H28N4O4S,115,2.7,33,2,7,8,COC1=CC=C(C=C1)N2CCN(CC2)C(CNC(=O)C(=O)NCC3=CC=CS3)C4=CC=CO4,0,1
16194952,409.5,C20H29N2O7-,135,NULL,29,2,7,6,CC(C)(C)OCC(C[NH+]1CCN(CC1)C(=O)C2=CC=CC=C2)O.C(=O)(C(=O)[O-])[O-],-1,2
16194935,347.3,C16H15BrN2S,44.2,NULL,20,1,3,3,CC1=CSC(=[N+]1C2=CC=CC=C2)NC3=CC=CC=C3.[Br-],0,2
16194921,482.6,C21H26N10O2S,143,1.8,34,1,9,7,CN1CCN(CC1)C2=NC3=C(N2CCCSC4=NN=NN4C5=CC=CC=C5)C(=O)NC(=O)N3C,0,1
16194920,324.73,C15H14ClFN2O3,68.3,NULL,22,2,5,6,C1=CC(=CN=C1)C(=O)NCCOC(=O)C2=CC=C(C=C2)F.Cl,0,2
16194897,496.1,C27H30ClN3O2S,73.9,NULL,34,1,5,9,CN(C)CCCN(C1=NC2=C(C=CC=C2S1)OC)C(=O)C(C3=CC=CC=C3)C4=CC=CC=C4.Cl,0,2
16194893,440.4,C20H23Cl2N3O2S,73.9,NULL,28,1,5,8,CN(C)CCCN(C1=NC2=C(S1)C=CC=C2Cl)C(=O)COC3=CC=CC=C3.Cl,0,2
16194891,491,C23H24ClFN4O3S,102,NULL,33,1,7,7,CN(C)CCCN(C1=NC2=C(C=CC=C2S1)F)C(=O)C3=CC=C(C=C3)N4C(=O)CCC4=O.Cl,0,2
16194886,438,C21H25ClFN3O2S,73.9,NULL,29,1,6,9,CN(C)CCCN(C1=NC2=C(C=CC=C2S1)F)C(=O)CCOC3=CC=CC=C3.Cl,0,2
16194871,323.8,C16H18ClNO2S,68.8,NULL,21,2,4,4,C1CN(C(C2=CC=CC=C21)C3=CC=CS3)CCC(=O)O.Cl,0,2
16194869,487,C24H27ClN4O3S,102,NULL,33,1,6,7,CC1=C(C2=C(C=C1)SC(=N2)N(CCCN(C)C)C(=O)CN3C(=O)C4=CC=CC=C4C3=O)C.Cl,0,2
16194866,488.9,C19H23BrClN3OS2,92.9,NULL,27,1,5,6,CC1=C(C2=C(C=C1)SC(=N2)N(CCCN(C)C)C(=O)C3=CC=C(S3)Br)C.Cl,0,2
16194864,461,C22H25ClN4OS2,106,NULL,30,1,6,6,CC1=C(C2=C(C=C1)SC(=N2)N(CCCN(C)C)C(=O)C3=NC4=CC=CC=C4S3)C.Cl,0,2
16194862,487,C24H27ClN4O3S,102,NULL,33,1,6,7,CC1=CC(=C2C(=C1)N=C(S2)N(CCCN(C)C)C(=O)CN3C(=O)C4=CC=CC=C4C3=O)C.Cl,0,2
16194859,329.4,C17H19N3O2S,89.4,2.1,23,1,5,6,C1CC(OC1)CNC(=O)CSC2=NN=C(C=C2)C3=CC=CC=C3,0,1
16194855,420.5,C21H20N6O2S,120,2.4,30,1,7,8,COC1=CC=CC=C1CCNC(=O)CSC2=NN=C3N2N=C(C=C3)C4=CC=NC=C4,0,1
16194851,362.4,C21H22N4O2,56.2,2.9,27,0,5,4,CN1C(=O)C2C(C1=O)N(N=C2C3=CC=C(C=C3)N(C)C)CC4=CC=CC=C4,0,1
16194846,377.3,C17H17BrN2OS,61.1,NULL,22,2,3,3,CCN1C(=CSC1=NC2=CC=C(C=C2)O)C3=CC=CC=C3.Br,0,2
16194828,581.1,C26H33ClN4O5S2,129,NULL,38,1,9,9,CCN(CC)CCN(C1=NC2=CC3=C(C=C2S1)OCO3)C(=O)C4=CC=C(C=C4)S(=O)(=O)N5CCCCC5.Cl,0,2
16194822,567.2,C27H39ClN4O3S2,110,NULL,37,1,7,12,CCCCN(CC)S(=O)(=O)C1=CC=C(C=C1)C(=O)N(CCCN(C)C)C2=NC3=CC(=CC(=C3S2)C)C.Cl,0,2
16194820,525.1,C24H33ClN4O3S2,110,NULL,34,1,7,10,CCCCN(C)S(=O)(=O)C1=CC=C(C=C1)C(=O)N(CCN(C)C)C2=NC3=C(S2)C=C(C=C3)C.Cl,0,2
16194813,550.3,C23H26Br2N4O2,60,NULL,31,1,5,7,COC1=CC=C(C=C1)NCC2=NN(C3=[N+]2CCCCC3)CC(=O)C4=CC=C(C=C4)Br.[Br-],0,2
16194765,424,C19H22ClN3O2S2,102,NULL,27,1,6,7,CN(C)CCN(C1=NC2=C(S1)C=C(C=C2)OC)C(=O)C=CC3=CC=CS3.Cl,0,2
16194752,545.1,C26H29ClN4O5S,121,NULL,37,1,8,8,CCN(CC)CCN(C1=NC2=CC3=C(C=C2S1)OCCO3)C(=O)C4=CC=C(C=C4)N5C(=O)CCC5=O.Cl,0,2
16194746,529.6,C26H31N3O7S,125,1.7,37,1,7,10,COC1=C(C=C(C=C1)CCNC(=O)CS(=O)(=O)C2=CN(C3=CC=CC=C32)CC(=O)N4CCOCC4)OC,0,1
16194743,424,C19H22ClN3O2S2,102,NULL,27,1,6,7,CN(C)CCN(C1=NC2=C(C=CC=C2S1)OC)C(=O)C=CC3=CC=CS3.Cl,0,2
16194741,503,C23H23ClN4O5S,121,NULL,34,1,8,6,CN(C)CCN(C1=NC2=CC3=C(C=C2S1)OCO3)C(=O)C4=CC=C(C=C4)N5C(=O)CCC5=O.Cl,0,2
16194739,454.4,C20H21Cl2N3O3S,91,NULL,29,1,6,7,CN(C)CCN(C1=NC2=C(S1)C=CC=C2Cl)C(=O)C3=CC=C(C=C3)C(=O)OC.Cl,0,2
16194735,464.9,C18H20Cl3N3OS2,92.9,NULL,27,1,5,5,CC1=CC(=C2C(=C1)N=C(S2)N(CCN(C)C)C(=O)C3=C(SC(=C3)Cl)Cl)C.Cl,0,2
16194726,425.9,C20H22ClF2N3OS,64.7,NULL,28,1,6,7,CN(C)CCN(C1=NC2=C(C=C(C=C2S1)F)F)C(=O)CCC3=CC=CC=C3.Cl,0,2
16194722,462,C24H29ClFN3OS,64.7,NULL,31,1,5,7,CCN(CC)CCN(C1=NC2=C(S1)C=C(C=C2)F)C(=O)C3=CC4=C(CCCC4)C=C3.Cl,0,2
16194716,518.9,C19H21BrClN3O3S2,111,NULL,29,1,7,7,CCN(CC)CCN(C1=NC2=CC3=C(C=C2S1)OCO3)C(=O)C4=CC=C(S4)Br.Cl,0,2
16194709,475.5,C26H29N5O4,80.1,3.9,35,0,6,5,CC1CN(C2=NC3=C(N2C1)C(=O)N(C(=O)N3C)CC4=CC=C(C=C4)C)C5=C(C=C(C=C5)OC)OC,0,1
16194707,470.4,C21H25Cl2N3O3S,83.1,NULL,30,1,6,9,CN(C)CCCN(C1=NC2=C(C=CC=C2S1)OC)C(=O)COC3=CC=C(C=C3)Cl.Cl,0,2
16194701,454.4,C21H25Cl2N3O2S,73.9,NULL,29,1,5,8,CC1=C2C(=CC=C1)SC(=N2)N(CCCN(C)C)C(=O)COC3=CC=C(C=C3)Cl.Cl,0,2
16194700,438.4,C21H25Cl2N3OS,64.7,NULL,28,1,4,6,CC1=C(C=C(C=C1)C(=O)N(CCCN(C)C)C2=NC3=C(S2)C=C(C=C3)Cl)C.Cl,0,2
16194692,532.9,C20H23BrClN3O3S2,111,NULL,30,1,7,7,CCN(CC)CCN(C1=NC2=CC3=C(C=C2S1)OCCO3)C(=O)C4=CC=C(S4)Br.Cl,0,2
16194680,438,C21H25ClFN3O2S,73.9,NULL,29,1,6,9,CN(C)CCCN(C1=NC2=C(S1)C=C(C=C2)F)C(=O)CCOC3=CC=CC=C3.Cl,0,2
16194678,458.4,C20H22Cl2FN3O2S,73.9,NULL,29,1,6,8,CN(C)CCCN(C1=NC2=C(S1)C=C(C=C2)F)C(=O)COC3=CC=C(C=C3)Cl.Cl,0,2
16194676,482.9,C21H25BrClN3OS,64.7,NULL,28,1,4,8,CN(C)CCCN(C1=NC2=C(S1)C=C(C=C2)Br)C(=O)CCC3=CC=CC=C3.Cl,0,2
16194654,531,C25H27ClN4O5S,121,NULL,36,1,8,8,CCN(CC)CCN(C1=NC2=CC3=C(C=C2S1)OCO3)C(=O)C4=CC(=CC=C4)N5C(=O)CCC5=O.Cl,0,2
16194653,454,C22H26ClF2N3OS,64.7,NULL,30,1,6,7,CCN(CC)CCN(C1=NC2=CC(=CC(=C2S1)C)C)C(=O)C3=C(C=CC=C3F)F.Cl,0,2
16194650,425.9,C20H22ClF2N3OS,64.7,NULL,28,1,6,5,CC1=CC(=C2C(=C1)N=C(S2)N(CCN(C)C)C(=O)C3=C(C=CC=C3F)F)C.Cl,0,2
16194649,443.5,C27H29N3O3,62.6,3.6,33,0,3,7,CCN(CC)C(=O)CN1C=C(C2=CC=CC=C21)C(=O)C(=O)N3CCC(=CC3)C4=CC=CC=C4,0,1
16194647,465,C21H25ClN4O4S,120,NULL,31,1,7,8,CCN(CC)CCN(C1=NC2=C(S1)C=C(C=C2)OC)C(=O)C3=CC(=CC=C3)[N+](=O)[O-].Cl,0,2
16194646,485.6,C24H27N3O6S,115,2.8,34,1,6,8,CCN(CC)C(=O)CN1C=C(C2=CC=CC=C21)S(=O)(=O)CC(=O)NC3=CC4=C(C=C3)OCCO4,0,1
16194642,513.6,C26H31N3O6S,115,2.6,36,1,6,10,COC1=C(C=C(C=C1)CCNC(=O)CS(=O)(=O)C2=CN(C3=CC=CC=C32)CC(=O)N4CCCC4)OC,0,1
16194637,407.5,C23H25N3O4,84.6,2.6,30,1,4,6,C1CCCN(CC1)C(=O)CN2C=C(C3=CC=CC=C32)C(=O)C(=O)NCC4=CC=CO4,0,1
16194631,589.2,C28H33ClN4O4S2,120,NULL,39,1,8,11,CCOC1=C2C(=CC=C1)SC(=N2)N(CCCN(C)C)C(=O)C3=CC=C(C=C3)S(=O)(=O)N(C)C4=CC=CC=C4.Cl,0,2
16194626,409.6,C19H27N3O3S2,98.5,2.6,27,1,7,7,CC(C(C1=CC=CS1)N2CCN(CC2)C3=CC=C(C=C3)OC)NS(=O)(=O)C,0,1
16194623,327.4,C15H13N5O2S,115,0.9,23,0,7,5,CC(=O)C(C(=O)C)SC1=NN2C(=NN=C2C3=CN=CC=C3)C=C1,0,1
16194610,529.4,C25H22Cl2N4O3S,117,4.4,35,3,5,4,C1C2CN(CC1C3=CC=CC(=O)N3C2)C4=C(C=C(C=C4)C(=O)O)NC(=S)NC5=C(C=C(C=C5)Cl)Cl,0,1
16194596,423.6,C20H29N3O3S2,98.5,3,28,1,7,8,CCS(=O)(=O)NC(C)C(C1=CC=CS1)N2CCN(CC2)C3=CC=C(C=C3)OC,0,1
16194592,561.1,C26H29ClN4O4S2,149,NULL,37,3,7,6,CC(C)N1CCC2=C(C1)SC(=C2C(=O)N)NC(=O)C3=CC=C(C=C3)S(=O)(=O)N4CCC5=CC=CC=C54.Cl,0,2
16194577,369.5,C20H23N3O2S,90.4,4,26,3,3,6,CC1=C(C2=C(N1)C=CC(=C2)OC)CCNC(=S)NC3=CC=C(C=C3)OC,0,1
16194576,369.5,C20H23N3O2S,90.4,4,26,3,3,6,CC1=C(C2=C(N1)C=CC(=C2)OC)CCNC(=S)NC3=CC=CC=C3OC,0,1
16194572,357.4,C19H20FN3OS,81.2,4.1,25,3,3,5,CC1=C(C2=C(N1)C=CC(=C2)OC)CCNC(=S)NC3=CC=C(C=C3)F,0,1
16194529,401.5,C17H15N5O3S2,150,3.5,27,1,8,5,CCOC1=CC=C(C=C1)C2=NN(C(=C2)N)S(=O)(=O)C3=CC=CC4=NSN=C43,0,1
16194527,473.5,C22H23N3O7S,176,3.1,33,3,8,10,COC1=CC=C(C=C1)C(=O)NC(=CC2=CC=C(C=C2)[N+](=O)[O-])C(=O)NC(CCSC)C(=O)O,0,1
16194526,390.5,C17H18N4O3S2,112,2.5,26,0,8,4,COC1=CC=CC(=C1)N2CCN(CC2)S(=O)(=O)C3=CC=CC4=NSN=C43,0,1
16194499,412.4,C24H16N2O5,103,4.5,31,1,5,4,C1=CC=C(C=C1)C2=CC(=CC3=CC=C(C=C3)[N+](=O)[O-])C(=O)N2C4=CC=CC(=C4)C(=O)O,0,1
16194472,387.4,C16H13N5O3S2,150,3.2,26,1,8,4,COC1=CC=CC=C1C2=NN(C(=C2)N)S(=O)(=O)C3=CC=CC4=NSN=C43,0,1
16194460,485.5,C26H33N2O7-,124,NULL,35,1,7,10,C[NH+](CCCN1CC(CC1=O)C2=CC=CC=C2)CCC3=CC(=C(C=C3)OC)OC.C(=O)(C(=O)[O-])[O-],-1,2
16194440,433.9,C17H12ClN5O3S2,142,2.6,28,1,6,3,CS(=O)(=O)C1=NSC2=NC(=O)C(=CC3=CC=CN3C4=CC=CC=C4Cl)C(=N)N21,0,1
16194438,414.5,C24H22N4O3,85.4,3.7,31,2,6,7,COC1=CC(=C(C=C1)NC2=NC3=CC=CC=C3C(=C2)C(=O)NCC4=CN=CC=C4)OC,0,1
16194430,528.6,C26H32N4O6S,117,2.4,37,1,8,7,CCOC(=O)N1CCC(CC1)N2C(C3=CC=CC=C3C2=O)NC4=CC=C(C=C4)S(=O)(=O)N5CCOCC5,0,1
16194429,408.9,C23H21ClN2O3,50.8,4.8,29,1,4,6,COC1=C(C=C(C=C1)NC2C3=CC=CC=C3C(=O)N2CC4=CC=CC=C4Cl)OC,0,1
16194424,401.4,C21H15N5O2S,112,4.1,29,1,5,3,CC1=CC=C(C=C1)N2C=CC=C2C=C3C(=N)N4C(=NC3=O)SC(=N4)C5=CC=CO5,0,1
16194423,462.6,C22H30N4O5S,105,1.8,32,0,8,5,CC1=C(C(=NO1)C)S(=O)(=O)N2CCCC(C2)C(=O)N3CCN(CC3)C4=CC=C(C=C4)OC,0,1
16194418,389.2,C18H16INO,24.1,NULL,21,1,2,2,C[N+]1=CC=C(C2=CC=CC=C21)C=CC3=CC=CC=C3O.[I-],0,2
16194412,427.5,C19H17N5O3S2,142,2.7,29,1,6,3,CC1=C(C(=CC=C1)C)N2C=CC=C2C=C3C(=N)N4C(=NC3=O)SN=C4S(=O)(=O)C,0,1
16194411,526.6,C27H34N4O5S,108,3.6,37,1,7,7,CCOC(=O)N1CCC(CC1)N2C(C3=CC=CC=C3C2=O)NC4=CC=C(C=C4)S(=O)(=O)N5CCCCC5,0,1
16194393,481.5,C25H31N5O5,113,2.5,35,2,7,7,CCOC1=CC=C(C=C1)NC(=O)C2=CNN3C2=NC(=CC3=O)C4CCN(CC4)C(=O)OC(C)(C)C,0,1
